Episode,Actor_Loss,Critic_Loss,Win_Rate,Reward,Pos0_Reward,Pos1_Reward,Pos2_Reward,Pos3_Reward,Pos4_Reward
5000,-0.1818438825694844,0.8383255944252015,0.7588,11.084,2.1399,2.3512,2.2297,2.1777,2.1855
10000,-0.12494429407344432,0.826636794090271,0.7658,11.1463,2.1762,2.3421,2.2423,2.1775,2.2082
15000,-0.04278641695679981,0.7984255235195161,0.7486,11.066,2.1618,2.323,2.2375,2.1615,2.1822
20000,0.07311861644163728,0.7775777742862701,0.7634,11.1519,2.1664,2.3397,2.2634,2.1875,2.1949
25000,0.23410237215682866,0.743848058462143,0.7424,11.0911,2.1483,2.3309,2.2287,2.18,2.2032
30000,0.39803567411899565,0.7194916861057282,0.7504,11.1044,2.1528,2.3475,2.2356,2.1689,2.1996
35000,0.5221969513177872,0.7083723402023316,0.7534,11.1382,2.155,2.3517,2.244,2.1865,2.201
40000,0.59053062312603,0.6981876933574677,0.753,11.0936,2.1444,2.3269,2.2321,2.1767,2.2135
45000,0.644288814854622,0.6852827796936034,0.7538,11.0834,2.1475,2.3332,2.2269,2.1814,2.1944
50000,0.6781102686882019,0.6792409842014314,0.761,11.1471,2.151,2.3654,2.2377,2.1869,2.2061
55000,0.7431355283260346,0.6716133902072906,0.7592,11.1185,2.1505,2.3291,2.2444,2.1937,2.2008
60000,0.8276416380405426,0.6581646285057068,0.7534,11.1501,2.1416,2.3527,2.2445,2.2047,2.2066
65000,0.8547726219892502,0.642058450460434,0.7542,11.1153,2.1351,2.3451,2.2435,2.185,2.2066
70000,0.9383533882141114,0.6281998467445373,0.7468,11.05,2.1306,2.3132,2.2353,2.1805,2.1904
75000,1.0282341798782348,0.6197127358913421,0.7542,11.0884,2.1407,2.3442,2.2482,2.179,2.1763
80000,1.0866999215126039,0.6112489421367645,0.7644,11.1736,2.1646,2.3528,2.2617,2.2055,2.189
85000,1.161379666185379,0.5987915530204773,0.7606,11.2014,2.1746,2.3386,2.2666,2.2147,2.2069
90000,1.2322549902915956,0.588767075061798,0.7632,11.1557,2.1534,2.3596,2.2563,2.1984,2.188
95000,1.3020797034740446,0.5788851540088654,0.7552,11.1516,2.1585,2.3388,2.2672,2.2001,2.187
100000,1.3512161893367767,0.5688393111228943,0.7546,11.1151,2.1438,2.3395,2.2356,2.1968,2.1994
105000,1.416557963857284,0.5647399101119775,0.757,11.126,2.149,2.3393,2.2506,2.2021,2.185
110000,1.4016984077930448,0.5509221538305282,0.7582,11.1234,2.1569,2.3509,2.2357,2.1842,2.1957
115000,1.4887763471603395,0.5486741372346878,0.7582,11.1052,2.1352,2.3445,2.25,2.1837,2.1918
120000,1.4889926751136782,0.5486114723682404,0.7556,11.1538,2.1653,2.3352,2.2536,2.2,2.1997
125000,1.5077939371585845,0.5380819776058197,0.752,11.0844,2.1272,2.3296,2.2405,2.2138,2.1733
130000,1.507185526418686,0.5328024884462357,0.7564,11.1045,2.1386,2.3442,2.2545,2.178,2.1892
135000,1.5022606973171233,0.52912916970253,0.7592,11.1218,2.148,2.3409,2.237,2.2035,2.1924
140000,1.5231490494310858,0.5266481969505549,0.7624,11.1147,2.1425,2.3344,2.2588,2.1903,2.1887
145000,1.5372593510627746,0.5262609488964081,0.769,11.1841,2.1703,2.3403,2.2563,2.2284,2.1888
150000,1.492686495542526,0.5234109480381012,0.7674,11.1334,2.1577,2.3239,2.261,2.1893,2.2015
