Episode,Actor_Loss,Critic_Loss,Win_Rate,Reward,Pos0_Reward,Pos1_Reward,Pos2_Reward,Pos3_Reward,Pos4_Reward
5000,-0.13992183916891615,0.14520117488379278,0.7838,0.7838,0.7838,0.7838,0.7838,0.7838,0.7838
10000,-0.13084642459750176,0.1383598128557205,0.7794,0.7794,0.7794,0.7794,0.7794,0.7794,0.7794
15000,-0.12926561742424966,0.1361524473130703,0.7942,0.7942,0.7942,0.7942,0.7942,0.7942,0.7942
20000,-0.12234739860892294,0.12886579847335816,0.7902,0.7902,0.7902,0.7902,0.7902,0.7902,0.7902
25000,-0.11715348247885704,0.12335617834329606,0.7884,0.7884,0.7884,0.7884,0.7884,0.7884,0.7884
30000,-0.11065746189951899,0.11659640976786614,0.7894,0.7894,0.7894,0.7894,0.7894,0.7894,0.7894
35000,-0.10027135787606241,0.10774145528674127,0.7718,0.7718,0.7718,0.7718,0.7718,0.7718,0.7718
40000,-0.09596128165125846,0.1019495048224926,0.778,0.778,0.778,0.778,0.778,0.778,0.778
45000,-0.0909908605337143,0.09653912007808683,0.783,0.783,0.783,0.783,0.783,0.783,0.783
50000,-0.08679815026000141,0.09219599977756539,0.7966,0.7966,0.7966,0.7966,0.7966,0.7966,0.7966
55000,-0.08457567020654677,0.08869609594345093,0.8126,0.8126,0.8126,0.8126,0.8126,0.8126,0.8126
60000,-0.07882538486123086,0.08225668680667876,0.8146,0.8146000000000001,0.8146,0.8146,0.8146,0.8146,0.8146
65000,-0.07456231496296822,0.07812209020679196,0.8332,0.8332,0.8332,0.8332,0.8332,0.8332,0.8332
70000,-0.06994194705970586,0.07352724458711843,0.8422,0.8422000000000001,0.8422,0.8422,0.8422,0.8422,0.8422
75000,-0.06575529372319579,0.0674652944939832,0.8468,0.8468,0.8468,0.8468,0.8468,0.8468,0.8468
80000,-0.06092094133608043,0.0618731748778373,0.8532,0.8532,0.8532,0.8532,0.8532,0.8532,0.8532
85000,-0.054174120953927436,0.0563406083577623,0.8468,0.8468,0.8468,0.8468,0.8468,0.8468,0.8468
90000,-0.04834747928815583,0.05063828147637347,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304
95000,-0.0425358017012477,0.04525542768090963,0.8184,0.8183999999999999,0.8184,0.8184,0.8184,0.8184,0.8184
100000,-0.040383840481129786,0.04198729515386124,0.8222,0.8221999999999999,0.8222,0.8222,0.8222,0.8222,0.8222
105000,-0.03813396924734116,0.03982453887164593,0.839,0.8390000000000001,0.839,0.839,0.839,0.839,0.839
110000,-0.03651438562199474,0.036435092760560416,0.838,0.8380000000000001,0.838,0.838,0.838,0.838,0.838
115000,-0.036560085730937615,0.0331351750685523,0.845,0.845,0.845,0.845,0.845,0.845,0.845
120000,-0.032530335940420624,0.029575071204453705,0.86,0.86,0.86,0.86,0.86,0.86,0.86
125000,-0.03012592326073597,0.02689480174255247,0.8666,0.8666,0.8666,0.8666,0.8666,0.8666,0.8666
130000,-0.02561813921822856,0.024529192930397885,0.8636,0.8635999999999999,0.8636,0.8636,0.8636,0.8636,0.8636
135000,-0.021994424829802784,0.022561247437261043,0.8502,0.8502000000000001,0.8502,0.8502,0.8502,0.8502,0.8502
140000,-0.02082522239147996,0.02086430466733873,0.844,0.844,0.844,0.844,0.844,0.844,0.844
145000,-0.01853589666262269,0.019059539364650845,0.84,0.8400000000000001,0.84,0.84,0.84,0.84,0.84
150000,-0.018974393812241034,0.016726674766202147,0.8344,0.8343999999999999,0.8344,0.8344,0.8344,0.8344,0.8344
155000,-0.01704188891608889,0.014861398355181639,0.825,0.825,0.825,0.825,0.825,0.825,0.825
160000,-0.015180531484261154,0.013186455300077797,0.8154,0.8154,0.8154,0.8154,0.8154,0.8154,0.8154
165000,-0.0134754050457074,0.01184491857032602,0.8064,0.8064,0.8064,0.8064,0.8064,0.8064,0.8064
170000,-0.01186094609244416,0.010326025836790601,0.8066,0.8066000000000001,0.8066,0.8066,0.8066,0.8066,0.8066
175000,-0.010791697119362651,0.009650203993543983,0.817,0.817,0.817,0.817,0.817,0.817,0.817
180000,-0.009684585227126565,0.008695780016326655,0.8152,0.8151999999999999,0.8152,0.8152,0.8152,0.8152,0.8152
185000,-0.008459326564528358,0.008085567916471822,0.8146,0.8146000000000001,0.8146,0.8146,0.8146,0.8146,0.8146
190000,-0.007091117246821523,0.007928489995189011,0.8172,0.8172,0.8172,0.8172,0.8172,0.8172,0.8172
195000,-0.0066881668484893445,0.007250194989804489,0.8196,0.8196,0.8196,0.8196,0.8196,0.8196,0.8196
200000,-0.006821027792999909,0.006569016052041359,0.8428,0.8428000000000001,0.8428,0.8428,0.8428,0.8428,0.8428
205000,-0.00611581045932835,0.006057061810977756,0.8416,0.8416,0.8416,0.8416,0.8416,0.8416,0.8416
210000,-0.00597607433512483,0.00542809771799037,0.8494,0.8493999999999999,0.8494,0.8494,0.8494,0.8494,0.8494
215000,-0.004510246103127429,0.005194233740621713,0.8434,0.8433999999999999,0.8434,0.8434,0.8434,0.8434,0.8434
220000,-0.004502074133482529,0.004727690247818827,0.8498,0.8497999999999999,0.8498,0.8498,0.8498,0.8498,0.8498
