Episode,Actor_Loss,Critic_Loss,Win_Rate,Reward,Pos0_Reward,Pos1_Reward,Pos2_Reward,Pos3_Reward,Pos4_Reward
5000,-3.334232363303503,34.725528637568154,0.7828,86.89784,17.1875,17.71018,17.38176,17.23214,17.38626
10000,-3.310196595191955,34.53271212768554,0.7786,87.27628,17.27872,17.728740000000002,17.469720000000002,17.284979999999997,17.514120000000002
15000,-3.2960739441712694,35.165067195892334,0.796,88.23643999999999,17.46012,17.905260000000002,17.66152,17.463540000000002,17.746
20000,-3.3015175739924114,35.70467604001363,0.8086,89.0479,17.64194,18.090960000000003,17.828740000000003,17.609080000000002,17.87718
25000,-3.2373047578334813,35.227811487515766,0.796,88.49221999999999,17.527,17.941840000000003,17.69238,17.555120000000002,17.77588
30000,-3.2119086049000423,35.552892255783085,0.811,89.36498,17.70482,18.1057,17.84664,17.729660000000003,17.97816
35000,-3.18760344862938,35.78072166442871,0.8206,90.04522,17.855320000000003,18.2451,17.994000000000003,17.877080000000003,18.07372
40000,-3.0989650555451718,35.41156938870748,0.8204,89.78944,17.7967,18.17888,17.93856,17.82288,18.05242
45000,-3.0055729795538864,34.98579001219377,0.82,90.09974,17.85412,18.22186,17.98448,17.922300000000003,18.11698
50000,-2.901485358277957,34.76020589669545,0.82,89.69832,17.79784,18.15572,17.903660000000002,17.827540000000003,18.013560000000002
55000,-2.804361285334047,34.235302983159606,0.8204,90.07372,17.887320000000003,18.21798,17.982060000000004,17.8941,18.09226
60000,-2.667350336710612,33.46129558881125,0.813,89.53905999999999,17.751520000000003,18.13936,17.889400000000002,17.782020000000003,17.976760000000002
65000,-2.593718002637228,33.25570168495178,0.815,89.41642,17.779080000000004,18.13668,17.871460000000003,17.72832,17.90088
70000,-2.4311738330125805,31.56367081801097,0.797,88.26624,17.529220000000002,17.94574,17.700000000000003,17.485879999999998,17.6054
75000,-2.367847604552905,31.05845180352529,0.7916,87.97918,17.48356,17.892940000000003,17.646720000000002,17.394920000000003,17.561040000000002
80000,-2.3783589450518288,31.350343759854635,0.8064,88.92811999999999,17.693960000000004,18.0685,17.82426,17.60564,17.735760000000003
85000,-2.309174170303345,30.61176776123047,0.7946,88.15266000000001,17.543280000000003,17.917660000000005,17.65846,17.44792,17.585340000000002
90000,-2.2757171511650087,30.357854533195496,0.7986,88.46571999999999,17.610440000000004,17.968740000000004,17.68986,17.53888,17.6578
95000,-2.217214802304904,29.65861672560374,0.7932,88.0373,17.511160000000004,17.88528,17.6477,17.46508,17.528080000000003
100000,-2.1840102885246275,29.21943185424805,0.7924,88.09515999999999,17.51218,17.911300000000004,17.59598,17.50666,17.56904
105000,-2.1563417696952816,29.081058581670124,0.7952,88.15676,17.537020000000002,17.92498,17.6199,17.512760000000004,17.5621
