5000,7.731599149944183e-06,0.0003306174553472374,0.7684
10000,-0.0007457913676043973,0.0004604138934519142,0.7706
15000,-0.0002214292076890464,0.00016883764358984385,0.7696
20000,-0.00017901739528406328,0.00010420159669592977,0.7688
25000,-0.0001069374577980398,9.994561969506321e-05,0.768
30000,-5.456414287618826e-05,9.57546332210768e-05,0.7746
35000,-0.0001187606631010567,9.355164642329328e-05,0.782
40000,-8.744022087133483e-07,9.550961203785846e-05,0.7768
45000,0.00015992221244960088,0.00023253916442627086,0.7802
50000,-0.0011471349123259719,0.0007583935942723959,0.7868
55000,-0.00011902338747897075,0.00017729385990605806,0.7842
60000,-1.796568019199184e-05,0.00014765703468583524,0.7896
65000,-0.00012704574370114114,0.0001563995318368446,0.7758
70000,-9.263905970874474e-05,0.00010730891503044404,0.7782
75000,-0.00021417900795010306,0.00012630721873089593,0.7894
80000,-9.578148871772407e-05,9.654390654153151e-05,0.793
85000,-5.400463276782831e-05,8.751978210057132e-05,0.786
90000,-0.0001517250726389345,9.530043568399076e-05,0.782
95000,-0.00010246404233479703,0.00013199381919548614,0.7928
100000,-3.012135601602503e-05,0.00047372570203151553,0.791
105000,-0.0014257502245859756,0.001152356755483197,0.7846
110000,-0.00015404166953392935,0.0001349204308098706,0.795
115000,-9.667663504114899e-05,8.543698728317394e-05,0.7948
120000,-5.226980490344128e-05,8.166957786670537e-05,0.78
125000,-3.1952971020245976e-05,8.108112320769579e-05,0.784
130000,-8.448341267666135e-05,8.405693961321958e-05,0.7878
135000,-0.00017406856304849803,8.606989331383375e-05,0.7978
140000,-3.1308103375711954e-05,8.013134765860741e-05,0.7916
145000,-8.59756533548269e-05,8.239575481638894e-05,0.797
150000,-0.00011943250954050203,8.301907277200371e-05,0.7982
155000,-9.150225715899296e-05,8.176035756453832e-05,0.7896
160000,-5.570113910948747e-05,8.31059155643743e-05,0.7888
165000,-4.7841398199466305e-05,8.190052191518286e-05,0.7852
170000,-9.266699343606889e-05,8.083687920589e-05,0.7952
175000,-8.552902653870358e-05,8.194324558038109e-05,0.7948
180000,-0.0001493289775737594,9.130599043298086e-05,0.7924
185000,-9.27640285510733e-06,8.127034819456942e-05,0.7908
190000,-0.00016986446395463874,8.906977745937183e-05,0.7932
195000,-5.196337326651701e-05,8.335085249200347e-05,0.7848
200000,-0.00013476575209637077,8.686754023074173e-05,0.7888
