Episode,Actor_Loss,Critic_Loss,Win_Rate
5000,0.698395597272449,0.8675997290346358,0.473
10000,0.5902542674982988,0.779327455494139,0.4922
15000,0.5887321141031054,0.7460419038931528,0.4292
20000,0.5519236978557375,0.7034237108848713,0.4044
25000,0.49426604100951443,0.6839872477231203,0.416
30000,0.4570088483393193,0.6625319729958262,0.4268
35000,0.4238723578276457,0.6378914680745866,0.437
40000,0.3780582112761644,0.6229494454768988,0.4562
45000,0.33539750719511957,0.6209653693216818,0.4748
50000,0.2880193960335519,0.6297450440901297,0.4962
55000,0.2404542593428722,0.6499914802037753,0.532
60000,0.20957255776111897,0.6612197218032984,0.538
65000,0.1766801932619678,0.6926044755511813,0.5504
70000,0.15037296278258927,0.7094577596737788,0.5624
75000,0.11616447679698469,0.7309893793784655,0.5732
80000,0.09589002077969223,0.7479763707289329,0.5898
85000,0.08180192936956882,0.7537627017498016,0.5968
90000,0.06415618569142399,0.7668417726571743,0.6112
95000,0.052780285240330085,0.7612560677986878,0.6204
100000,0.039690116721263616,0.7709771001338959,0.6412
105000,0.024233042958775722,0.7939435484317633,0.652
110000,0.013885789194668178,0.7997638547420501,0.6676
115000,0.016060385343385858,0.8002475893497467,0.6594
120000,0.00401198660639728,0.7998639895365789,0.671
125000,0.005369873894844204,0.806103549003601,0.6706
130000,-0.012464686569612242,0.8070079398155212,0.6886
135000,-0.0030732375939551276,0.799660917520523,0.68
140000,-0.012891885645221918,0.8009288680553436,0.6928
145000,-0.01985811663011555,0.8121161830425262,0.6882
150000,-0.01341543778179039,0.8078235554695129,0.6936
155000,-0.01960927069450554,0.8170225822925568,0.6886
160000,0.04562326759758155,0.7909938784746023,0.6342
165000,-0.008265689240362497,0.7831291946081015,0.636
170000,-0.03079406865906024,0.7938329118948716,0.6754
175000,-0.023464262489142126,0.7900628596544266,0.6666
180000,-0.021554552699923915,0.8011468075788938,0.6614
185000,-0.0298089815111598,0.8033512496948242,0.6722
190000,-0.013022782451914211,0.7923629937263635,0.6544
195000,-0.017008695592980634,0.8009635794621247,0.6476
200000,-0.0336160829149706,0.7826811235684615,0.6566
205000,-0.048788152538159366,0.7831290891537299,0.6882
210000,-0.05594891448026129,0.7785394799250823,0.7096
215000,0.009716348535612972,0.7921692648759255,0.676
220000,-0.0036492232574382773,0.8819611310958863,0.644
225000,-0.0492088597683995,0.8899275075930816,0.6726
230000,-0.049849601021448434,0.8847426772117615,0.69
235000,-0.0450866279838956,0.867175635099411,0.7032
240000,-0.0347148662651889,0.8504298448562622,0.6992
245000,-0.044198707937567416,0.856556433897752,0.7104
250000,-0.04117280873144045,0.8497434723377227,0.7142
255000,-0.05366348089535314,0.8468285095691681,0.7218
260000,-0.04053684888908174,0.8379629778862,0.7202
265000,-0.03665664846706204,0.8264803755283355,0.7146
270000,-0.0510095465184204,0.8354056859016419,0.7276
275000,-0.04255328246485442,0.8202884984016419,0.732
280000,-0.033749282303091606,0.7979846680164338,0.7272
285000,-0.046587870040881774,0.8137422775228819,0.7408
290000,-0.03394016783765983,0.7898302292823791,0.7324
295000,-0.035551373368391065,0.785241596698761,0.7412
300000,-0.03474196245189523,0.7943441414833069,0.726
305000,-0.0044863213676413025,0.727799688394253,0.633
310000,-0.033977296843443555,0.7387408007074285,0.6536
315000,-0.026393009253544736,0.7816932773590088,0.6796
320000,-0.015158857170787925,0.7710608221017398,0.69
325000,-0.03191614152968396,0.772779096364975,0.7108
330000,-0.029335961027446993,0.7679513417757474,0.7076
335000,-0.03342954001633916,0.7742654061317444,0.7278
340000,-0.0249189198249951,0.7539494860172272,0.715
345000,-0.04027150560117055,0.7865088048080603,0.7288
350000,-0.023998537580424455,0.7552068531513214,0.726
355000,-0.035915182126220316,0.765405490398407,0.725
360000,-0.039426719455979774,0.7489467298984528,0.7438
365000,-0.03405960064895529,0.7560878247022629,0.7436
370000,-0.02885783507570159,0.7526699590682984,0.7288
375000,-0.04037440566346049,0.7561326205730439,0.7466
380000,-0.04224916775075751,0.7428847129146258,0.7542
385000,-0.02225573216515477,0.731441433429718,0.7362
390000,-0.02868998040300236,0.7257573132713636,0.7424
395000,-0.02875374203413958,0.7124691557884216,0.732
400000,-0.03221322739892639,0.7221738815307617,0.7534
