5000,7.47660213787442e-05,6.0930810081038587e-05,0.8312
10000,-5.486433920732058e-05,5.969917947368231e-05,0.841
15000,7.921542336312675e-06,5.664172820853191e-05,0.8414
20000,-2.737307468455205e-05,5.4252109597049035e-05,0.8504
25000,-1.6349305793561997e-06,5.4613035188041344e-05,0.8452
30000,7.754768486610489e-06,5.3712543455691524e-05,0.852
35000,-7.868136055509716e-05,5.447647843380843e-05,0.8502
40000,2.03890707401418e-05,5.395634343585698e-05,0.8494
45000,2.30219852749977e-05,5.2546816890674606e-05,0.8588
50000,3.7769327312399444e-05,5.253829761425985e-05,0.841
55000,-5.222550073836906e-05,5.372446028796612e-05,0.8588
60000,-3.127733022741569e-05,5.350033150837893e-05,0.856
65000,5.860309914647416e-05,5.2779698545118265e-05,0.8438
70000,1.0709923908111895e-05,5.515275678708745e-05,0.8434
75000,-5.2664544221878055e-05,5.278481124981266e-05,0.8632
80000,-1.100730532215265e-05,5.125818021648835e-05,0.857
85000,1.9154913999995967e-06,5.300695944321848e-05,0.8554
90000,-3.7863024179228973e-06,5.3082006833511e-05,0.8522
95000,-2.0468785141533973e-05,5.2024492897148974e-05,0.846
100000,1.2696868526518295e-05,5.3383882756031156e-05,0.8502
105000,5.921233291417138e-06,5.32796431495323e-05,0.8464
110000,7.934217933572417e-06,5.358747709934782e-05,0.8524
115000,-5.8216219531953786e-05,5.301057891578555e-05,0.8524
120000,5.6786624139951285e-05,5.1365140477529444e-05,0.8508
125000,-5.527451427516769e-05,5.045392311370486e-05,0.8592
130000,-1.8959746408124072e-05,5.227285517624599e-05,0.8538
135000,3.0221109586917643e-05,5.2700811821800336e-05,0.8474
140000,-4.63045762118149e-05,5.0795051799429096e-05,0.86
145000,2.8861440326814467e-05,5.258715566963909e-05,0.854
150000,-4.992505848903143e-05,5.14915184043196e-05,0.8624
155000,7.74370495975063e-05,5.199562178859196e-05,0.85
160000,-5.4338477953617426e-05,5.2218320928185e-05,0.8566
165000,5.042410956103458e-07,5.302451711980646e-05,0.8544
170000,-4.326409516777303e-05,5.007281035194983e-05,0.8654
175000,2.2715272240000795e-05,5.2599093459835075e-05,0.8552
180000,2.0133174490658107e-05,5.159684674847244e-05,0.8456
185000,-2.121439699530232e-05,5.1782591071969364e-05,0.849
190000,-9.17727015407961e-06,5.336199311663538e-05,0.8486
195000,-1.851585282308762e-05,5.1700030187772505e-05,0.8558
200000,5.265666314975857e-06,5.2375622861132875e-05,0.858
