Episode,Actor_Loss,Critic_Loss,Win_Rate
5000,-0.07949001256514478,0.07851181882950994,0.4436
10000,-0.08932635389544344,0.08646010083180887,0.5012
15000,-0.08788472885886828,0.08362125688129002,0.503
20000,-0.08441896597268404,0.07909347655044661,0.5024
25000,-0.08724145616094273,0.0798672608755253,0.5314
30000,-0.0880724081912866,0.0784000321649588,0.555
35000,-0.08415016214604731,0.07228930860205933,0.562
40000,-0.08202062005606982,0.06684267270163848,0.5756
45000,-0.07390801513360606,0.057407040907828895,0.5732
50000,-0.0669825718093377,0.049131542730789915,0.5818
55000,-0.05946424403400333,0.039467055488515784,0.5836
60000,-0.052332184936564705,0.03127357890256322,0.6044
65000,-0.0417316211387515,0.022019952893830262,0.5986
70000,-0.032927261099771225,0.014911656526641713,0.6028
75000,-0.025881009111897304,0.00976256223825308,0.6216
80000,-0.017474897728803066,0.005901226370881956,0.616
85000,-0.012112342104172476,0.003562098279452095,0.6094
90000,-0.00837843357499137,0.0022872388255092556,0.612
95000,-0.0054182067186642445,0.0016500550308802093,0.6162
100000,-0.0035737386642722413,0.0010954892036702053,0.6118
105000,-0.002467897370885252,0.0008337191606047922,0.6256
110000,-0.001592386846820133,0.000712021912611952,0.6234
115000,-0.001403926943776941,0.0005727266778614229,0.637
120000,-0.0010357225966380122,0.0005413534157784083,0.642
125000,-0.0008122814222448282,0.0004315441636628328,0.6468
130000,-0.0007127567494395547,0.00041760165633884474,0.6536
135000,-0.0004425675604492285,0.00035469695733179554,0.6554
140000,-0.00045394642747851325,0.00033332983002765104,0.6516
145000,-0.00033586087914465264,0.00034624159945031773,0.6524
150000,-0.0003055763525708244,0.0003677104468806647,0.6486
155000,7.940841388307699e-05,0.0005427094611849708,0.624
160000,-0.0005348725156674542,0.0004299212251444934,0.6098
165000,-0.0004721786578242105,0.00034354449710987794,0.6228
170000,-0.000576493390281467,0.000312035481329076,0.636
175000,-0.00023018691068728002,0.00028886682887857134,0.6494
180000,-0.0003275000642443299,0.0002574906086212852,0.6318
185000,-0.0003048878086771695,0.00023074922557078445,0.6468
190000,-0.00024253936381473276,0.00022597231285404772,0.645
195000,-0.00012697749779573103,0.00023459140328878464,0.6564
200000,-0.00026338932001845726,0.00021327019399345422,0.6668
205000,-0.0002080989600071916,0.00020258419099263846,0.6696
210000,-0.00022687697969384034,0.00020771993905117808,0.6686
215000,-0.00017797280057371044,0.00018714534319140232,0.6764
220000,-0.00019099115493890378,0.00018143744119487776,0.675
225000,-0.00016610119611099297,0.00017472014951636083,0.68
230000,-0.00010475186217809097,0.000180448281171266,0.6796
235000,-0.000307493364108233,0.0002099126040075834,0.6966
240000,-0.00014354610185854163,0.00019298420934669243,0.6948
245000,-0.0003102987082666004,0.00019529423414496705,0.7088
250000,-0.00017649039450043347,0.00018164808221627027,0.6924
255000,-7.044835734772139e-05,0.00023478312001456149,0.7138
260000,-0.00043592940778034974,0.00025383835221873594,0.7238
265000,-1.800569898477991e-05,0.00017123104687645816,0.7072
270000,-0.00021330944902365443,0.00016373267280869185,0.7226
275000,-0.0002246841360083636,0.00016037952183978633,0.7194
280000,-0.00022084292357612867,0.00015351038950029761,0.7094
285000,-0.00011371414023747441,0.00014551185743654898,0.729
290000,-0.0001048780140154122,0.00013722602016059683,0.7332
295000,-9.600425903408903e-05,0.0001504242460941896,0.7344
300000,-0.00014862336822989164,0.0001536871158168651,0.7342
305000,-0.0003552734898985363,0.00015882706618867816,0.7496
310000,-0.00015693924450260966,0.00018107170530129224,0.7454
315000,-0.00015027383104461483,0.00016232450187089853,0.7416
320000,-3.6196389944962005e-05,0.00012183706261566841,0.7412
325000,-0.00011564198650921754,0.00012772507732734085,0.744
330000,-7.739948715607169e-05,0.00012721588238491676,0.7388
335000,-0.00013267172223277153,0.00011943054880248383,0.7552
340000,-0.00011474210681262773,0.00012871247134171426,0.7512
345000,-0.00020382841471291616,0.00014388156138011254,0.7452
350000,-0.00024349320494820859,0.00012959400207061358,0.7534
355000,-0.00011034355330048125,0.00016402209366788155,0.752
360000,-6.639747152803466e-05,0.00016342219823854974,0.7528
365000,-8.937765632617823e-05,0.00014851651605567894,0.761
370000,-0.0002603823216841192,0.00015346829866757616,0.7474
375000,-1.9180668459739573e-05,0.00017390598410808403,0.7546
380000,-0.000261870653834194,0.00015963406636728905,0.7662
385000,3.969122696435076e-05,0.00014754977135453373,0.7744
390000,-0.00016824443664518183,0.00011899257806362585,0.7698
395000,-0.00013146154940197146,0.0001082078845987174,0.7714
400000,-0.00015581671017389457,0.00010027223557699471,0.7786
