Episode,Actor_Loss,Critic_Loss,Win_Rate
1000,-0.21018238849937915,0.6122021898627281,0.753
2000,-0.12341839581727983,0.2955294132232666,0.791
3000,0.043701980514451864,0.06040228120982647,0.775
4000,0.07375379361212253,0.04712090343236923,0.75
5000,0.03125707626342773,0.03229386415332556,0.762
6000,0.04549734491854906,0.04417693130671978,0.765
7000,0.05845384165644646,0.04304389506578445,0.736
8000,0.02823506183922291,0.033036316931247714,0.746
9000,0.030968433693051335,0.037118726223707196,0.718
10000,0.03877469923347235,0.03746020533144474,0.767
11000,0.032837896905839443,0.03401376232504845,0.731
12000,0.028820536122657357,0.034728603437542915,0.744
13000,0.03924239911139012,0.03799793571233749,0.73
14000,0.03208669314160943,0.03566721007227898,0.706
15000,0.04043108994762103,0.03768204711377621,0.635
16000,0.0450798736186698,0.03405044926330447,0.745
17000,0.02038155060261488,0.03829564470797777,0.721
18000,0.04649845823645592,0.04040339477360248,0.713
19000,0.02446844388730824,0.03439124561846256,0.736
20000,0.027058121170848604,0.037439022213220596,0.71
21000,0.03803112961351871,0.03665394671261311,0.715
22000,0.030988541742165882,0.033652043590943016,0.685
23000,0.026386960423551497,0.03308872953057289,0.7
24000,0.02875657349941321,0.03283350029960275,0.713
25000,0.0297256547678262,0.03173576854169369,0.709
26000,0.02688794354442507,0.031893905624747275,0.72
27000,0.03193873506039381,0.03318481855094433,0.726
28000,0.029416562132537367,0.03259990811347961,0.721
29000,0.02734679700806737,0.03359412793070078,0.715
30000,0.03815647955983877,0.03458565101027489,0.724
31000,0.032368413135409356,0.033493445813655855,0.7
32000,0.026905212486162778,0.03954693339765072,0.705
33000,0.022509423699229952,0.038714769296348095,0.727
34000,0.028590882010757924,0.030383157916367053,0.746
35000,0.025820617855060846,0.033910118788480756,0.709
36000,0.0410599410533905,0.03671616092324257,0.728
37000,0.0267125762347132,0.033052513189613816,0.717
38000,0.03083149377256632,0.03408808819949627,0.714
39000,0.03871989198029042,0.033489927835762504,0.746
40000,0.026870421518106015,0.03125711251050234,0.715
