Episode,Actor_Loss,Critic_Loss,Win_Rate,Reward,Pos0_Reward,Pos1_Reward,Pos2_Reward,Pos3_Reward,Pos4_Reward
1000,-0.6049744433164597,2.2736227130889892,0.77,20.8455,4.0135,4.455,4.223,4.0305,4.1235
2000,-0.6300639861822128,2.2732904052734377,0.751,20.609,3.9735,4.443,4.132,3.982,4.0785
3000,-0.6091103861480951,2.313818833231926,0.779,20.898,4.0365,4.445,4.1765,4.0725,4.1675
4000,-0.5427344681322576,2.2059741814931235,0.738,20.4055,3.8965,4.3865,4.1165,3.9325,4.0735
5000,-0.599512547969818,2.2883684206008907,0.769,20.9095,4.009,4.485,4.2125,4.063,4.14
6000,-0.5712757585048676,2.2277973985672,0.753,20.562,3.996,4.4045,4.1865,3.9345,4.0405
7000,-0.5821796990633011,2.255044255256653,0.739,20.404,3.9685,4.3625,4.1145,3.932,4.0265
8000,-0.6403365744650364,2.333867603540421,0.774,20.961,4.08,4.4725,4.264,4.0145,4.13
9000,-0.610409987171491,2.3097784042358396,0.769,20.893,4.0285,4.476,4.209,3.998,4.1815
10000,-0.6588692535161972,2.381636514663696,0.771,20.873,4.0345,4.4515,4.2315,4.0285,4.127
11000,-0.6562763504981994,2.355509667396545,0.775,20.966,4.032,4.461,4.198,4.0795,4.1955
12000,-0.6824561356008052,2.434843349456787,0.793,21.159,4.086,4.532,4.2115,4.0955,4.234
13000,-0.6002980092763901,2.261245772838593,0.774,20.9185,4.025,4.484,4.203,4.062,4.1445
14000,-0.5956741923093796,2.2017017936706544,0.745,20.4845,3.9395,4.368,4.144,3.9695,4.0635
15000,-0.5262839071154594,2.2017004299163814,0.752,20.5505,3.947,4.3835,4.1235,3.998,4.0985
16000,-0.6449452117085457,2.2716256809234623,0.767,20.794,4.0295,4.402,4.2325,3.998,4.132
17000,-0.556820610165596,2.273430757522583,0.77,20.839,4.0325,4.478,4.195,4.0235,4.11
18000,-0.5771235877275467,2.2495550155639648,0.76,20.6645,3.9705,4.441,4.193,3.9865,4.0735
19000,-0.6092664058208466,2.320661888122559,0.751,20.5795,4.0025,4.4115,4.143,3.95,4.0725
20000,-0.5771540833711625,2.2767075109481807,0.764,20.8535,3.998,4.4525,4.2105,4.0325,4.16
21000,-0.6230981441736221,2.217405254840851,0.73,20.266,3.881,4.302,4.0735,3.9255,4.084
22000,-0.6254663560390472,2.3429304361343384,0.759,20.6675,3.9885,4.3995,4.139,4.032,4.1085
23000,-0.6383269377946854,2.3275341749191285,0.778,21.0655,4.0885,4.4915,4.293,4.0595,4.133
24000,-0.6024851821660995,2.2207282519340517,0.761,20.694,3.9685,4.4225,4.1635,3.998,4.1415
25000,-0.6163675912618637,2.337818553447723,0.784,21.1105,4.079,4.4755,4.2455,4.082,4.2285
26000,-0.656339874446392,2.4190582108497622,0.783,21.1135,4.0695,4.498,4.2545,4.1215,4.17
27000,-0.5772346402406693,2.256755332946777,0.748,20.603,3.9525,4.426,4.118,3.9605,4.146
28000,-0.6070037672519684,2.2631525683403013,0.767,20.7925,4.002,4.4525,4.1505,4.0175,4.17
29000,-0.594164437532425,2.3435599374771114,0.774,20.7995,4.033,4.424,4.203,4.005,4.1345
30000,-0.5963716658353805,2.2329205298423767,0.75,20.437,3.925,4.362,4.11,3.9365,4.1035
31000,-0.607860036253929,2.2848992991447448,0.756,20.666,3.9985,4.428,4.1615,3.998,4.08
32000,-0.6049076490402222,2.34216064453125,0.765,20.892,4.0355,4.466,4.209,4.0565,4.125
33000,-0.599921990275383,2.2701992225646976,0.767,20.8615,4.094,4.4325,4.2355,3.994,4.1055
34000,-0.6448556531667708,2.293320841789246,0.771,20.9945,4.0485,4.4715,4.198,4.087,4.1895
35000,-0.5768632586598397,2.1929613828659056,0.76,20.7925,4.0305,4.391,4.198,4.065,4.108
36000,-0.573183847412467,2.1859204888343813,0.754,20.648,3.989,4.3825,4.1495,4.0155,4.1115
37000,-0.6133110713958742,2.2437998175621034,0.755,20.6035,3.9745,4.4265,4.09,3.972,4.1405
38000,-0.5953288865089417,2.248897793292999,0.764,20.8715,4.0155,4.4915,4.144,4.0725,4.148
39000,-0.6242519305944443,2.2624677062034606,0.775,20.914,4.049,4.4625,4.221,4.0225,4.159
40000,-0.6359431720972062,2.3312626934051517,0.767,20.77,4.0415,4.393,4.1595,4.0315,4.1445
41000,-0.5661456941366195,2.1364758801460266,0.737,20.313,3.9315,4.379,4.059,3.9,4.0435
42000,-0.5839978965520859,2.295919196605683,0.761,20.793,4.0135,4.41,4.1675,4.0185,4.1835
43000,-0.6229079540967941,2.303674113750458,0.751,20.6295,3.9705,4.411,4.1505,3.9795,4.118
44000,-0.5870061484575271,2.2537366247177126,0.756,20.5945,3.9975,4.397,4.113,4.0025,4.0845
45000,-0.6429707626104355,2.26818523645401,0.751,20.5565,3.913,4.454,4.154,3.9715,4.064
46000,-0.6360954661369324,2.3192231273651123,0.759,20.646,3.983,4.417,4.127,4.0245,4.0945
47000,-0.6086464098095894,2.231580488681793,0.759,20.686,4.0295,4.4075,4.1665,3.983,4.0995
48000,-0.5623721098899842,2.2100228095054626,0.764,20.788,4.019,4.4225,4.1445,4.051,4.151
49000,-0.5889409210681915,2.2188649582862854,0.743,20.382,3.9335,4.4005,4.07,3.9415,4.0365
50000,-0.6140548229217531,2.2459123826026914,0.757,20.695,3.9945,4.435,4.129,3.9895,4.147
51000,-0.6080980322360993,2.1227809262275694,0.745,20.586,4.0115,4.418,4.1245,3.9315,4.1005
52000,-0.6051800859967867,2.297497626145681,0.749,20.571,3.974,4.3785,4.109,3.9815,4.128
53000,-0.607596313714981,2.223782000541687,0.784,21.124,4.118,4.5115,4.2135,4.1045,4.1765
54000,-0.6335139418840408,2.34409987449646,0.781,21.017,4.1055,4.454,4.222,4.07,4.1655
55000,-0.5948314179182053,2.245789995193481,0.772,20.9375,4.045,4.437,4.222,4.0435,4.19
56000,-0.5993684067726136,2.313086025714874,0.768,20.793,4.011,4.4655,4.137,4.0095,4.17
57000,-0.5786467941999435,2.150227861404419,0.761,20.578,3.9795,4.369,4.1305,3.9775,4.1215
58000,-0.566963818565011,2.3200020837783812,0.76,20.816,3.997,4.4275,4.1595,4.041,4.191
59000,-0.5938305842876435,2.343490761518478,0.784,21.073,4.057,4.4885,4.177,4.114,4.2365
60000,-0.5625385454893113,2.3185148429870606,0.772,20.8405,4.0315,4.4405,4.184,4.0145,4.17
61000,-0.5984946020444234,2.2383490165074664,0.756,20.6815,4.0125,4.4245,4.189,3.9355,4.12
62000,-0.6088670641183853,2.295972743034363,0.746,20.54,3.9415,4.3895,4.139,3.937,4.133
63000,-0.5318030388057232,2.143679027557373,0.756,20.7605,4.039,4.4805,4.165,3.961,4.115
64000,-0.5712679769992828,2.282857735157013,0.741,20.61,4.055,4.393,4.1115,3.9955,4.055
65000,-0.6217864674329757,2.350699369907379,0.753,20.658,3.962,4.4105,4.1435,3.995,4.147
66000,-0.6312254658937455,2.2831036376953127,0.753,20.552,3.987,4.3955,4.087,3.9715,4.111
67000,-0.6172546921968459,2.330437240600586,0.769,20.877,4.051,4.4195,4.1845,4.062,4.16
68000,-0.5638345348834991,2.259737672805786,0.757,20.597,3.969,4.417,4.1175,3.983,4.1105
69000,-0.5743575318455696,2.166429522037506,0.747,20.585,3.965,4.424,4.1075,3.9855,4.103
70000,-0.5785976181030273,2.233598780632019,0.776,20.993,4.039,4.432,4.2485,4.0865,4.187
71000,-0.5970169637799263,2.248363046646118,0.749,20.6695,3.956,4.4575,4.1555,3.943,4.1575
72000,-0.6152495889663696,2.2655642175674435,0.754,20.639,3.9615,4.3845,4.1965,3.9715,4.125
73000,-0.6257894228696823,2.414299411773682,0.766,20.7495,4.044,4.4115,4.1805,4.016,4.0975
74000,-0.5954777404069901,2.294362945556641,0.775,20.9185,4.0495,4.4445,4.2315,4.027,4.166
75000,-0.603461438536644,2.367887825965881,0.766,20.783,4.0465,4.4085,4.164,4.0035,4.1605
76000,-0.5503476160168648,2.2093371820449828,0.75,20.6225,3.9385,4.4415,4.1505,3.985,4.107
77000,-0.5313188368678092,2.142415432929993,0.765,20.8595,4.033,4.45,4.2095,4.049,4.118
78000,-0.5340607878118753,2.1941343903541566,0.749,20.579,3.969,4.378,4.1245,3.998,4.1095
79000,-0.5468057252764702,2.1850128531455995,0.764,20.812,4.045,4.4205,4.2025,4.0245,4.1195
80000,-0.6877062847614288,2.4103174018859863,0.769,20.8505,4.077,4.442,4.1725,4.0345,4.1245
