Episode,Actor_Loss,Critic_Loss,Win_Rate,Reward,Pos0_Reward,Pos1_Reward,Pos2_Reward,Pos3_Reward,Pos4_Reward
1000,-0.2535240386612713,0.895869167149067,0.78,11.1815,2.171,2.343,2.2575,2.187,2.223
2000,-0.2233466097464164,0.8622465878725052,0.772,11.2015,2.166,2.344,2.2695,2.2365,2.1855
3000,-0.16229581820219754,0.8452033615112304,0.756,11.1105,2.122,2.359,2.2545,2.1995,2.1755
4000,-0.18748703583114545,0.8466946029663086,0.773,11.202,2.129,2.354,2.279,2.216,2.224
5000,-0.18460432671010493,0.8678740596771239,0.744,11.123,2.1555,2.3585,2.2305,2.185,2.1935
6000,-0.1525246358960867,0.8502230966091154,0.754,11.1045,2.138,2.34,2.2635,2.187,2.176
7000,-0.19336809668689964,0.8525048089027404,0.757,11.066,2.144,2.326,2.234,2.177,2.185
8000,-0.17052257670275867,0.8474862563610077,0.747,11.0705,2.1585,2.3155,2.239,2.179,2.1785
9000,-0.19574303832650183,0.8543566274642945,0.741,11.0345,2.159,2.32,2.1905,2.1755,2.1895
10000,-0.16291809183359146,0.8464032816886901,0.764,11.1745,2.1785,2.326,2.2485,2.1835,2.238
11000,-0.11827268091589213,0.8250629937648772,0.743,11.146,2.1655,2.3485,2.277,2.1865,2.1685
12000,-0.13908767651021484,0.8583232951164245,0.79,11.2895,2.1875,2.3605,2.245,2.2365,2.26
13000,-0.05541636018455028,0.8082581186294554,0.755,11.121,2.141,2.3455,2.209,2.192,2.2335
14000,-0.10695973253250121,0.8088695037364959,0.754,11.1055,2.148,2.33,2.257,2.179,2.1915
15000,-0.1116395749151707,0.8464670073986055,0.762,11.124,2.131,2.325,2.2525,2.192,2.2235
16000,-0.10101509978622199,0.824029803276062,0.772,11.15,2.206,2.3355,2.237,2.159,2.2125
17000,-0.050824739908915936,0.8149819457530976,0.769,11.088,2.1525,2.3285,2.2375,2.1745,2.195
18000,-0.02510278132930398,0.8041440951824187,0.751,11.1405,2.151,2.333,2.237,2.191,2.2285
19000,0.011246475685620677,0.7954829204082489,0.763,11.205,2.17,2.344,2.2875,2.18,2.2235
20000,0.015586261507123712,0.785688899755478,0.768,11.161,2.1875,2.3385,2.2475,2.164,2.2235
21000,0.016368142798542977,0.7944400441646576,0.744,11.0625,2.138,2.3005,2.2485,2.1865,2.189
22000,0.0755526642142795,0.7828131699562072,0.755,11.1375,2.16,2.3385,2.252,2.193,2.194
23000,0.15213642114400866,0.7678898918628693,0.754,11.134,2.161,2.343,2.2335,2.1925,2.204
24000,0.18526555149041812,0.7516567981243134,0.76,11.197,2.182,2.3565,2.2295,2.203,2.226
25000,0.24033421275764705,0.7714093458652497,0.736,11.062,2.139,2.3055,2.238,2.1935,2.186
26000,0.2317041252814233,0.7478590714931489,0.78,11.2275,2.2095,2.324,2.244,2.2015,2.2485
27000,0.28228745494782925,0.7323646605014801,0.745,11.13,2.151,2.318,2.249,2.1945,2.2175
28000,0.34619372457265857,0.7121601080894471,0.747,11.0335,2.138,2.3255,2.1785,2.2,2.1915
29000,0.39023782700300214,0.7472426521778107,0.767,11.07,2.129,2.35,2.213,2.1935,2.1845
30000,0.49105112597346307,0.7249991047382356,0.747,10.9875,2.1665,2.3115,2.1885,2.165,2.156
31000,0.48244824904203415,0.7043777680397033,0.749,11.04,2.1695,2.304,2.22,2.183,2.1635
