Episode,Actor_Loss,Critic_Loss,Win_Rate,Reward,Pos0_Reward,Pos1_Reward,Pos2_Reward,Pos3_Reward,Pos4_Reward
37000,4.1928842802047726,0.4423975580930709,0.707,19.9385,3.949,4.3815,3.9845,3.6725,3.951
38000,3.413896141529083,0.4378757351636887,0.696,19.821,3.922,4.301,4.0135,3.7155,3.869
39000,4.1791529464721675,0.448445650935173,0.717,20.124,3.9435,4.3525,4.0755,3.8635,3.889
40000,3.760837200880051,0.4541526812314987,0.743,20.64,4.085,4.465,4.1175,3.946,4.0265
41000,3.2884209661483768,0.4626304823160171,0.695,19.6185,3.9495,4.277,3.9995,3.585,3.8075
42000,3.9496255483627323,0.4660960692167282,0.713,20.239,3.9655,4.2965,3.9775,3.9095,4.09
43000,3.8467253883679704,0.5277342021465302,0.701,20.017,3.8075,4.3235,3.912,3.9375,4.0365
44000,5.262731509208679,0.5533805377781391,0.736,20.6355,3.7965,4.4445,4.185,4.101,4.1085
45000,3.8394104369481403,0.4809202556808789,0.689,19.233,3.8225,4.0795,3.9735,3.7235,3.634
46000,4.105797604560851,0.5337006157636642,0.739,20.3555,3.933,4.558,4.155,3.932,3.7775
47000,3.7411144404411316,0.4697864747047424,0.693,19.797,3.8495,4.339,4.0555,3.677,3.876
48000,3.790759908676148,0.4643653881549835,0.724,20.293,4.1105,4.286,4.1925,3.68,4.024
49000,4.453704670906067,0.47291385114192963,0.726,20.241,3.8665,4.4295,4.126,3.851,3.968
50000,3.966975621700287,0.5741359823942185,0.73,19.8885,3.8645,4.245,4.1455,3.847,3.7865
51000,3.792767098426819,0.504140800833702,0.699,19.4995,3.729,4.1925,4.052,3.807,3.719
52000,3.7892889809608463,0.4720595043897628,0.742,20.0285,3.8375,4.3985,4.118,3.84,3.8345
53000,3.64290078163147,0.44235958804686865,0.701,19.4025,3.718,4.337,3.999,3.656,3.6925
54000,4.6211734199523935,0.4256998747587204,0.766,20.5295,3.9315,4.495,4.2665,3.8965,3.94
55000,3.4122866611480718,0.407219734787941,0.708,19.545,3.6895,4.325,4.058,3.7365,3.736
56000,4.451475837707519,0.433598570227623,0.749,20.2245,3.8855,4.458,4.1745,3.8365,3.87
57000,3.3490750775337217,0.4353740042448043,0.734,19.912,3.8085,4.336,4.142,3.821,3.8045
58000,4.142528493404389,0.4003245284159978,0.705,19.417,3.72,4.2805,4.0565,3.6815,3.6785
59000,3.734596075534821,0.5437040930986404,0.706,19.5525,3.7805,4.306,4.0895,3.706,3.6705
60000,3.7050904610157014,0.5371203887462617,0.733,19.946,3.853,4.323,4.0925,3.974,3.7035
61000,3.930594132900238,0.5274382203817367,0.738,20.0285,3.8675,4.4295,4.0515,3.9335,3.7465
62000,3.483652412891388,0.4671789765357971,0.734,19.851,3.799,4.424,3.9915,3.941,3.6955
63000,3.626266467094422,0.4699589335918426,0.72,19.668,3.7675,4.3325,4.0295,3.8465,3.692
64000,3.8025491933822635,0.45776054799556737,0.706,19.589,3.7165,4.2875,4.0065,3.8885,3.69
65000,3.214512368043264,0.5246172845363617,0.725,19.837,3.7825,4.348,4.024,3.952,3.7305
66000,3.865114893913269,0.5470649719238281,0.721,19.856,3.7475,4.3665,4.0395,3.9585,3.744
67000,3.0103740394562477,0.7381933039426805,0.727,19.827,3.806,4.3525,4.014,3.9255,3.729
68000,3.5913250222206115,0.5490230047702789,0.723,19.7545,3.738,4.3655,3.998,3.9315,3.7215
69000,2.796219741821289,1.2508017456531524,0.669,19.073,3.604,4.276,3.8425,3.7595,3.591
70000,3.883883573532104,2.5532965064048767,0.709,19.7225,3.727,4.364,3.991,3.9645,3.676
71000,3.176900967359543,2.816769197583198,0.682,19.361,3.6325,4.3095,3.9915,3.7655,3.662
72000,3.303867265224457,0.5581616485118867,0.725,19.7525,3.82,4.3535,4.014,3.8505,3.7145
73000,3.3538794651031494,0.6070957517623901,0.756,20.3405,3.901,4.4745,4.1515,4.001,3.8125
74000,3.8017978830337524,0.41787636756896973,0.73,19.884,3.7975,4.386,4.0915,3.9315,3.6775
75000,3.723223974227905,0.5479363971948623,0.714,19.935,3.9295,4.3145,4.141,3.843,3.707
76000,4.298365032196045,0.5065503263473511,0.729,20.141,3.9885,4.3815,4.123,3.784,3.864
77000,3.854442585468292,0.5547921550273894,0.739,20.545,4.011,4.4115,4.1865,3.9095,4.0265
78000,5.130367872238159,0.5238045668601989,0.764,20.7725,4.0195,4.4955,4.1985,3.9475,4.1115
79000,3.6721861939430243,0.43287840485572815,0.756,20.541,3.943,4.497,4.0845,3.977,4.0395
80000,3.8121479940414424,0.43427214622497556,0.739,20.257,3.9525,4.4115,4.065,3.852,3.976
